lat,longi,address,typeOf,classOf
-23.734802,-46.780777,"FUNCIONARIOS PUBLICOS, DOS, AV.,379",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.5262,-46.550021,"NOSSA SENHORA DA PENHA,PCA, 55",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.523667,-46.700788,"CATAO,R,380",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.49772,-46.44176,"PIRES DO RIO, AV., 199",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.722163,-46.698436,"CASSIANO DOS SANTOS,R., 43",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.54398,-46.63639,VALE DO ANHANGABAU,HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.475571,-46.663967,"JO�?�O MARCELINO BRANCO, AV.96",HORA CERTA,AMBULATORIOS ESPECIALIZADOS
-23.541966,-46.648704,"CESARIO MOTA JR,DR,R,112",HOSPITAL,HOSPITAL
-23.596478,-46.403315,"METALURGICOS,DOS,AV,1797",HOSPITAL,HOSPITAL
-23.559914,-46.531843,"VACANGA,R,300",HOSPITAL,HOSPITAL
-23.430527,-46.568476,"FERNAO DIAS,ROD,KM82",HOSPITAL,HOSPITAL
-23.474711,-46.753829,"ESTRADA TURISTICA DO JARAGUA,2365",HOSPITAL,HOSPITAL
-23.587691,-46.637911,"MARAGLIANO,MJ,R,241",HOSPITAL,HOSPITAL
-23.595656,-46.608991,"RIBEIRO DO AMARAL,R,366",HOSPITAL,HOSPITAL
-23.596351,-46.635463,"SANTA CRUZ,R,81",HOSPITAL,HOSPITAL
-23.596141,-46.645461,"BORGES LAGOA,R,960",HOSPITAL,HOSPITAL
-23.465749,-46.583321,"GUAPIRA,AV,2674",HOSPITAL,HOSPITAL
-23.584676,-46.651774,"DANTE PAZZANESE,DR,AV,500",HOSPITAL,HOSPITAL
-23.607887,-46.593037,"CONEGO XAVIER,R,276",HOSPITAL,HOSPITAL
-23.547095,-46.599569,"ALCANTARA MACHADO,AV,2576",HOSPITAL,HOSPITAL
-23.562673,-46.590372,"PASCOAL MOREIRA,R,486",HOSPITAL,HOSPITAL
-23.597767,-46.642156,"BOTUCATU,R,743",HOSPITAL,HOSPITAL
-23.555666,-46.667533,"ARNALDO, DR, AV,251",HOSPITAL,HOSPITAL
-23.472177,-46.615307,"NOVA CANTAREIRA,AV,3050",HOSPITAL,HOSPITAL
-23.521684,-46.561784,"FRANCISCO FANGANIELLO,R,127",HOSPITAL,HOSPITAL
-23.691629,-46.775158,"ESTRADA M' BOI MIRIM,5203",HOSPITAL,HOSPITAL
-23.507376,-46.5686,"PISTOIA,R,100",HOSPITAL,HOSPITAL
-23.557219,-46.671735,"OVIDIO PIRES DE CAMPOS, DR,R,785",HOSPITAL,HOSPITAL
-23.4596,-46.581745,"MICHEL OUCHANA,AV,94",HOSPITAL,HOSPITAL
-23.565622,-46.621428,"LINS DE VASCONCELOS,AV,356",HOSPITAL,HOSPITAL
-23.52766,-46.5497,"SOCRATES,GAL,R,145",HOSPITAL,HOSPITAL
-23.573437,-46.644338,"CUBATAO,R,196",HOSPITAL,HOSPITAL
-23.508704,-46.618486,"JOSE MAURICIO, DOM,R,15",HOSPITAL,HOSPITAL
-23.564466,-46.635044,"TAMANDARE,R,693",HOSPITAL,HOSPITAL
-23.642785,-46.627104,"MIGUEL ESTEFANO,AV,3030",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.599452,-46.643341,"LOEFGREEN,R,1901",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.595431,-46.642865,"DIOGO DE FARIA,DR,R,695",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.596601,-46.650931,"ASCENDINO REIS,PROF,AV,724",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.486768,-46.760181,"PAULO ZING, JORNALISTA,AV,1078",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.485951,-46.723432,"RAIMUNDO PEREIRA DE MAGALHAES,AV,5214",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.592355,-46.710763,"SERAFICO A CARVALHO,R,34",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.555885,-46.666458,"ARNALDO,DR,AV,165",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.559807,-46.646921,"INGLESES,DOS,R,258",HOSPITAL ESPECIALIZADO,HOSPITAL
-23.564671,-46.637252,"ANTONIO PRUDENTE,PROF,R,211",HOSPITAL GERAL,HOSPITAL
-23.61055,-46.492584,"MANUEL FRANCA DOS SANTOS.AV,174",HOSPITAL GERAL,HOSPITAL
-23.59913,-46.714676,"ALBERT EISTEIN,AV,627/701",HOSPITAL GERAL,HOSPITAL
-23.542114,-46.500964,"ALVES MALDONADO,R,128",HOSPITAL GERAL,HOSPITAL
-23.49914,-46.472507,"RODRIGO DE BRUN,AL,1989",HOSPITAL GERAL,HOSPITAL
-23.481183,-46.672076,"EMILIO CARLOS,DEP,AV,3000",HOSPITAL GERAL,HOSPITAL
-23.596162,-46.608731,"NAZARE,AV,1361",HOSPITAL GERAL,HOSPITAL
-23.652993,-46.645012,"FRANCISCO DE PAULA Q RIBEIRO,AV,860",HOSPITAL GERAL,HOSPITAL
-23.557328,-46.634413,"GALVAO BUENO,R,257",HOSPITAL GERAL,HOSPITAL
-23.587148,-46.513957,"ANTONIO LAZARO,R,226",HOSPITAL GERAL,HOSPITAL
-23.566943,-46.641253,"MAESTRO CARDIM,R,769",HOSPITAL GERAL,HOSPITAL
-23.551205,-46.58479,"SIQUEIRA BUENO,R,1757",HOSPITAL GERAL,HOSPITAL
-23.532816,-46.565873,"CELSO GARCIA,AV,4815",HOSPITAL GERAL,HOSPITAL
-23.705018,-46.742226,"ESTRADA DA RIVIERA,4742",HOSPITAL GERAL,HOSPITAL
-23.555731,-46.639159,"LUIS ANTONIO,BRIG,AV,683",HOSPITAL GERAL,HOSPITAL
-23.556094,-46.669891,"ENEAS DE CARVALHO AGUIAR,255",HOSPITAL GERAL,HOSPITAL
-23.556454,-46.667722,"ENEAS CARVALHO DE AGUIAR,DR,AV,44",HOSPITAL GERAL,HOSPITAL
-23.569926,-46.650807,"LUIS ANTONIO,BRIG,AV,2651",HOSPITAL GERAL,HOSPITAL
-23.648271,-46.748602,"TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661",HOSPITAL GERAL,HOSPITAL
-23.728599,-46.690386,"FRANCISCO OCTAVIO PACCA,R,180",HOSPITAL GERAL,HOSPITAL
-23.551375,-46.405324,"OTELO AUGUSTO REIBEIRO, R,899",HOSPITAL GERAL,HOSPITAL
-23.680112,-46.676394,"JOAO FRANCISCO DE MOURA,R,251",HOSPITAL GERAL,HOSPITAL
-23.593967,-46.486654,"ANGELO DE CANDIA,R,540",HOSPITAL GERAL,HOSPITAL
-23.443414,-46.717305,"ELISIO TEIXEIRA LEITE,AV,7000",HOSPITAL GERAL,HOSPITAL
-23.491742,-46.388373,"MARECHAL TITO,AV,6035",HOSPITAL GERAL,HOSPITAL
-23.571287,-46.589869,"JUVENTUS,R,562",HOSPITAL GERAL,HOSPITAL
-23.706414,-46.701543,"LEONOR ALVIM,R,211",HOSPITAL GERAL,HOSPITAL
-23.583827,-46.611091,"NAZARE,AV,28",HOSPITAL GERAL,HOSPITAL
-23.484117,-46.727089,"MENOTTI LAUDIZIO,AV,100",HOSPITAL GERAL,HOSPITAL
-23.535582,-46.588152,"CELSO GARCIA,AV,2477",HOSPITAL GERAL,HOSPITAL
-23.483763,-46.6306,"VOLUNTARIOS DA PATRIA,R,4301",HOSPITAL GERAL,HOSPITAL
-23.577587,-46.764642,"LUCAS DE LEYDE,AV,257",HOSPITAL GERAL,HOSPITAL
-23.593848,-46.59658,"LIMA E SILVA,R,985",HOSPITAL GERAL,HOSPITAL
-23.531306,-46.620656,"HAHNEMANN,R,234",HOSPITAL GERAL,HOSPITAL
-23.655096,-46.705417,"ROBERTO ALVES DE CARVALHO F,GAL,AV,270",HOSPITAL GERAL,HOSPITAL
-23.597158,-46.643223,"NAPOLEAO DE BARROS,R,715",HOSPITAL GERAL,HOSPITAL
-23.538846,-46.661309,"BROTERO,CONS,1486",HOSPITAL GERAL,HOSPITAL
-23.553566,-46.460882,"SANTA MARCELINA,R,177",HOSPITAL GERAL,HOSPITAL
-23.48714,-46.626863,"VOLUNTARIOS DA PATRIA,R,3693",HOSPITAL GERAL,HOSPITAL
-23.596622,-46.653654,"PEDRO DE TOLEDO,R,1800",HOSPITAL GERAL,HOSPITAL
-23.566982,-46.63863,"CASTRO ALVES,R,60",HOSPITAL GERAL,HOSPITAL
-23.649638,-46.704747,"ISABEL SCHMIDT,59",HOSPITAL GERAL,HOSPITAL
-23.541966,-46.648704,"CESARIO MOTA JR,DR,R,112",HOSPITAL GERAL,HOSPITAL
-23.596644,-46.632362,"SANTA CRUZ,R,398",HOSPITAL GERAL,HOSPITAL
-23.496638,-46.439508,"JOSE GUILHERME EIRAS,DR,R,123",HOSPITAL GERAL,HOSPITAL
-23.564487,-46.740303,"LINEU PRESTES,PROF,AV,2565",HOSPITAL GERAL,HOSPITAL
-23.592989,-46.561359,"FRANCISCO FALCONI,R,1501",HOSPITAL GERAL,HOSPITAL
-23.484736,-46.694858,"PETRONIO PORTELA,MIN,AV,1642",HOSPITAL GERAL,HOSPITAL
-23.567978,-46.716309,"VITAL BRASIL,AV,1500",HOSPITAL GERAL,HOSPITAL
-23.530669,-46.4443,"AUGUSTO CARLOS BAUMANN,R,1074",HOSPITAL GERAL,HOSPITAL
-23.554927,-46.668483,"ARNALDO,  AV,DR, 355",INSTITUTO,AMBULATORIOS ESPECIALIZADOS
-23.547616,-46.647963,"CONSOLACAO,DA,R, 717",INSTITUTO,AMBULATORIOS ESPECIALIZADOS
-23.490746,-46.445253,"ALEIXO MONTEIRO MAFRA,PE,PCA,34",INSTITUTO,AMBULATORIOS ESPECIALIZADOS
-23.568781,-46.647454,"PAULISTA,AV,393",INSTITUTO,AMBULATORIOS ESPECIALIZADOS
-23.537038,-46.722018,"QUEIROZ FILHO, AV,313",LABORATORIO,APOIO DIAGNOSTICO
-23.489709,-46.694171,"ITABERABA,AV,1377",LABORATORIO,APOIO DIAGNOSTICO
-23.587761,-46.608058,"MARCHETTI , PE,R, 557",LABORATORIO,APOIO DIAGNOSTICO
-23.509494,-46.446384,"MARIA SANTANA, AV. 101",LABORATORIO,APOIO DIAGNOSTICO
-23.650088,-46.715338,"PAULA CRUZ,R,71",LABORATORIO,APOIO DIAGNOSTICO
-23.484349,-46.63087,"VOLUNTARIOS DA PATRIA,4301",LABORATORIO,APOIO DIAGNOSTICO
-23.6596,-46.696838,"NOSSA SENHORA DO SABARA,AV,234",LABORATORIO,APOIO DIAGNOSTICO
-23.511912,-46.627105,"EUL-LIA, STA,R 86",LABORATORIO DE ZOONOSES,VIGILANCIA EM SAUDE
-23.598174,-46.482734,"AURELIANO DA SILVA ARRUDA,DR,R,403",MEDICINAS NATURAIS,AMBULATORIOS ESPECIALIZADOS
-23.550525,-46.627859,"FREDERICO ALVARENGA,R,259, 3 AND",MEDICINAS TRADICIONAIS,AMBULATORIOS ESPECIALIZADOS
-23.493325,-46.472928,"MIGUEL RACHID,596",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.482098,-46.612505,"NOVA CANTAREIRA,AV,1476",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.503837,-46.610494,"JOSE PEREIRA JORGE,R,305",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.600739,-46.398526,"FERNANDO GANGA,R,14",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.505513,-46.693556,"MARINA, STA,AV,2147",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.47431,-46.580114,"SAO GERALDINO,R,222",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.722254,-46.704621,"CARLOS PEZZOLO,DR,S/N",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.492812,-46.700579,"PETRONIO PORTELA,MIN,AV,663",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.586132,-46.731959,"JOAO GUERRA,R,247",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.553491,-46.398068,"FELICIANO DE MENDONCA,R,496",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.553169,-46.434612,"ANDREAS AMON,R,150",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.497115,-46.481445,"OVIDIO LOPES,253",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.472919,-46.684432,"RUI DE MORAIS APOCALIPSE,R,2",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.770029,-46.71747,"TEOTONIO VILELA,SEN,AV,8895",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.403315,-46.737938,"JULIO DE OLIVEIRA,R,80",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.524112,-46.716684,"GAVIAO PEIXOTO,BRIG,727",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.537205,-46.491452,"HENRIQUE JACOBS,R,269",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.611267,-46.492813,"JOAO LOPES DE LIMA,R,1151",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.496403,-46.440472,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.434929,-46.717684,"ELISIO TEIXEIRA LEITE,AV,7703",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.533676,-46.442459,"PAULINO SERQUEIRA,R,01",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.552513,-46.524187,"JACI BARBOSA,DR,R,280",NUCLEO INTEGRADO DE REABILITACAO,AMBULATORIOS ESPECIALIZADOS
-23.482098,-46.612505,"NOVA CANTAREIRA,AV,1476",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.524112,-46.716684,"BRIG GAVI�?�O PEIXOTO, R.727",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.55551,-46.603666,"MARINA CRESPI,R,91",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.586132,-46.731959,"JOAO GUERRA,R,247",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.755005,-46.685595,"SAO CAETANO DO SUL,R,381",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.484117,-46.727089,"MENOTTI LAUDISIO,AV,100",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.496403,-46.440472,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.533676,-46.442459,"PAULINO SERQUEIRA,R,01",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.508741,-46.663549,"MOURAO VIEIRA,R,11",NUCLEO INTEGRADO DE SAUDE AUDITIVA,AMBULATORIOS ESPECIALIZADOS
-23.538741,-46.475762,"JAPANI,R,7",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.521236,-46.602413,"MORVAN DIAS DE FIGUEIREDO, AV., 2801",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.629857,-46.625849,"ROSA DE MORAIS,R,91",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.629857,-46.625849,"ROSA DE MORAIS,R,91",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.628113,-46.645846,"CECI,AV,2235",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.49914,-46.472507,"RODRIGO DE BRUN,AL,1989",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.603258,-46.595504,"MARIATH,ALM,R,62",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.645701,-46.772115,"ODEMIS,R,468",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.664546,-46.643606,"CIDADE DE SANTOS,R,46",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.647799,-46.753702,TEREZA MAIA PINTO,PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.546886,-46.499782,"COELHO DE CASTRO,R,95",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.54578,-46.57545,"PRA�?�A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562163,-46.648857,"MARQUES LEAO,ALM,R,684",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562163,-46.648857,"MARQUES LEAO,ALM,R,684",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562163,-46.648857,"MARQUES LEAO,ALM,R,684",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562163,-46.648857,"MARQUES LEAO,ALM,R,684",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562163,-46.648857,"MARQUES LEAO,ALM,R,684",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.595438,-46.644375,"DR DIOGO DE FARIA, R., 839",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.507804,-46.395525,"ILHA DO ARVOREDO,R,10",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.469869,-46.673488,"JOAQUINA MARIA SANTOS,R,198",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.532816,-46.565873,"CELSO GARCIA, AV. 4815",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.536554,-46.595127,"CELSO GARCIA,AV,1749",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.536554,-46.595127,"CELSO GARCIA,AV,1749",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.536554,-46.595127,"CELSO GARCIA,AV,1749",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.653172,-46.744962,"MAPORE,R,352",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.576598,-46.733746,"CABRAL DE MENEZES,R,51",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.569025,-46.622997,"LACERDA FRANCO,AV,791",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.531379,-46.641282,"CLEVELAND,R,374",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.588073,-46.396064,"TEXTEIS,DOS,AV,3765",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.596478,-46.403315,"METALURGICOS,DOS,AV,1797",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.532816,-46.565873,"CELSO GARCIA,AV,4815",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.467198,-46.657993,"SETE DE DEZEMBRO,R,72",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562924,-46.396326,"JORGE MARACCINI PONFILIO,R,S/N",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.605671,-46.6754,"SANTO AMARO, AV.,2524",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.770364,-46.704852,"CONSTELACAO DO ESQUADRO,R,5",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.493315,-46.724836,"LIGACAO,DA,R,95",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.671269,-46.746592,"BALTAZAR DE SA,R,383",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.655083,-46.671273,"SEBASTIAO ANDRADE BONANI,R,340",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.719939,-46.764276,"TAQUANDAVA,AV,31",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.504474,-46.433011,"MOACIR D. ITAPICURU,1008",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.535668,-46.503068,"FREDERICO BROTERO,DR,R,22",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.72902,-46.71005,"PROFESSOR ENEAS DE SIQUEIRA NETO, R., 549",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.548811,-46.658531,"MATO GROSSO, R., 306",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.49643,-46.3928,"MARECHAL TITO, AV.,5483",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.536531,-46.57843,"FELIPE CAMARAO, R.,215",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.521099,-46.65868,"ABRAHAO RIBEIRO,283",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.556468,-46.641553,"HUMAITA,R,520",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.587193,-46.684651,"SALVADOR CARDOSO,R,177",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.587193,-46.684651,"SALVADOR CARDOSO,R,177",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.524356,-46.651286,"BORACEA,R,270",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.549916,-46.639666,"BANDEIRA, PRACA DA, 15",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.524356,-46.651286,"BORACEA,R,270",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.549916,-46.639666,"BANDEIRA, PRACA DA, 15",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.514631,-46.512704,"LUIS ASSON,165",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.483349,-46.702714,"FELICIANO DOMINGUES,PE,R,90",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.647305,-46.661834,"SANTA CATARINA,AV,1523",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.52249,-46.398862,"JOAO NERY,D,ESTR,3462",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.570175,-46.575142,"FAROL PAULISTANO,R,410",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.469815,-46.720918,"POVOADO DO RIO NOVO,R,1778",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.638072,-46.6056,"LAFAIETE DE SOUZA CAMARGO,DR,R,40",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.445946,-46.713901,"JOAO AMADO COUTINHO,R,400",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.488993,-46.476222,"ANTONIO DE FREITAS TOLEDO, R., 170",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.623076,-46.492738,"LEVI LANDAU,R,23",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.648271,-46.748602,"TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.547829,-46.429646,"SILVIANOPOLIS,R,370",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.505513,-46.693556,"MARINA, STA,AV,2147",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.593107,-46.648846,"DRA NEYDE APARECIDA SOLLITTO, R., 435",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.734112,-46.660602,"SAO PAULO,AV, 23-A",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.569132,-46.644886,"PAULISTA, AV. 200",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.552949,-46.673086,"ARNALDO,DR,AV,925",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.610905,-46.396397,"FRANCISCO JOSE VIANA,R,708",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-23.562371,-46.764239,"GUSTAVO BERTHIER,AV,155",PROGRAMAS E SERVICOS,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
